item_id,item_name,item_type,parent_id,quantity,lead_time,cost,supplier,inventory,min_stock,assembly_time,distributor,transport_method,transport_cost,transport_time,timestamp
SC008,Subcomponent SC008,subcomponent,CP003,1,16,27574,Supplier_032,27,4,33,Distributor_013,Rail,1043,4,2019-01-19 01:59:55
RM020,Raw_material RM020,raw_material,CP003,5,1,2730,Supplier_041,76,4,23,Distributor_014,Rail,3113,2,2015-09-14 05:32:32
CP020,Component CP020,component,SS019,4,16,231555,Supplier_023,25,5,68,Distributor_005,Air Freight,2189,22,2020-11-26 00:02:34
SC012,Subcomponent SC012,subcomponent,CP001,2,6,33080,Supplier_039,27,2,16,Distributor_010,Rail,6746,16,2013-02-26 11:40:46
RM014,Raw_material RM014,raw_material,CP001,5,6,4032,Supplier_002,103,3,1,Distributor_014,Rail,4573,2,2014-04-02 04:25:03
SC003,Subcomponent SC003,subcomponent,CP017,1,10,16087,Supplier_042,23,4,9,Distributor_008,Air Freight,6164,22,2017-08-14 13:46:49
SC003,Subcomponent SC003,subcomponent,CP020,4,11,17105,Supplier_018,34,1,44,Distributor_001,Sea Freight,3272,25,2014-10-09 04:32:51
RM007,Raw_material RM007,raw_material,CP020,5,2,1637,Supplier_039,98,1,36,Distributor_011,Sea Freight,215,21,2013-03-11 21:08:24
CP007,Component CP007,component,SS008,1,40,76510,Supplier_031,22,2,20,Distributor_013,Rail,744,18,2012-11-14 04:44:23
SC007,Subcomponent SC007,subcomponent,CP004,4,8,6378,Supplier_042,53,2,44,Distributor_001,Truck,5732,2,2017-01-17 21:37:02
RM012,Raw_material RM012,raw_material,CP004,4,8,3997,Supplier_038,81,3,26,Distributor_006,Air Freight,179,3,2013-11-10 18:40:12
SC009,Subcomponent SC009,subcomponent,CP007,3,9,48421,Supplier_029,15,4,63,Distributor_005,Truck,1291,1,2017-08-10 00:45:37
CP005,Component CP005,component,SS012,1,26,487746,Supplier_035,20,4,11,Distributor_005,Truck,4618,7,2015-01-06 14:07:06
SC002,Subcomponent SC002,subcomponent,CP005,1,18,24768,Supplier_043,51,4,41,Distributor_005,Sea Freight,5208,22,2012-06-10 16:03:27
CP004,Component CP004,component,SS011,5,30,153997,Supplier_033,10,2,67,Distributor_004,Air Freight,3309,6,2018-11-06 07:47:49
SC008,Subcomponent SC008,subcomponent,CP020,4,16,47782,Supplier_027,38,1,46,Distributor_011,Air Freight,863,4,2021-05-08 02:28:47
SC016,Subcomponent SC016,subcomponent,CP003,4,11,43406,Supplier_014,18,1,60,Distributor_005,Sea Freight,444,22,2010-12-28 07:07:36
RM015,Raw_material RM015,raw_material,CP003,2,7,1809,Supplier_034,53,1,72,Distributor_014,Sea Freight,2458,25,2018-07-29 08:27:45
SC014,Subcomponent SC014,subcomponent,CP004,3,17,6496,Supplier_032,24,1,66,Distributor_014,Truck,2800,3,2012-11-30 05:42:40
RM007,Raw_material RM007,raw_material,CP004,2,10,2879,Supplier_025,52,1,55,Distributor_010,Rail,7629,17,2011-06-24 02:57:05
CP009,Component CP009,component,SS015,2,35,573734,Supplier_036,19,4,60,Distributor_005,Air Freight,6969,24,2016-04-02 18:58:49
SC019,Subcomponent SC019,subcomponent,CP014,2,7,33496,Supplier_020,36,2,55,Distributor_010,Sea Freight,3082,13,2011-06-24 03:28:06
SC008,Subcomponent SC008,subcomponent,CP011,1,20,46354,Supplier_030,33,1,29,Distributor_012,Sea Freight,6509,2,2018-03-09 01:55:18
RM015,Raw_material RM015,raw_material,CP011,5,7,2345,Supplier_027,57,4,12,Distributor_012,Rail,417,24,2010-08-13 01:14:05
SC011,Subcomponent SC011,subcomponent,CP009,1,5,33208,Supplier_001,45,2,26,Distributor_013,Truck,2958,25,2013-06-06 06:11:56
CP007,Component CP007,component,SS006,5,44,220195,Supplier_003,16,4,14,Distributor_008,Sea Freight,7217,10,2014-10-29 21:50:55
SC002,Subcomponent SC002,subcomponent,CP008,3,8,31839,Supplier_044,29,3,10,Distributor_014,Sea Freight,1644,20,2010-06-02 22:05:36
SC019,Subcomponent SC019,subcomponent,CP007,2,6,19708,Supplier_031,53,4,61,Distributor_012,Truck,4662,23,2020-05-31 23:02:27
RM019,Raw_material RM019,raw_material,CP007,2,9,2991,Supplier_009,111,3,67,Distributor_004,Rail,1058,29,2012-11-15 09:12:48
SS004,Subsystem SS004,subsystem,SY019,1,95,1911212,Supplier_021,17,1,57,Distributor_006,Sea Freight,8575,27,2017-11-06 14:10:01
CP001,Component CP001,component,SS002,3,18,179924,Supplier_022,10,3,61,Distributor_007,Rail,5159,25,2020-05-11 11:11:35
SC005,Subcomponent SC005,subcomponent,CP001,4,5,10479,Supplier_034,45,5,60,Distributor_007,Sea Freight,149,7,2014-10-23 02:15:12
RM020,Raw_material RM020,raw_material,CP001,1,8,1630,Supplier_027,47,2,14,Distributor_012,Sea Freight,573,10,2010-10-21 09:29:55
SC019,Subcomponent SC019,subcomponent,CP005,2,17,52305,Supplier_019,58,2,70,Distributor_006,Rail,9390,5,2012-10-26 13:27:33
SC009,Subcomponent SC009,subcomponent,CP001,2,19,23113,Supplier_019,53,3,32,Distributor_011,Rail,2798,17,2013-07-19 18:12:54
RM011,Raw_material RM011,raw_material,CP001,4,3,5488,Supplier_042,102,1,62,Distributor_001,Sea Freight,8234,21,2013-05-08 12:35:36
CP005,Component CP005,component,SS008,4,16,134981,Supplier_031,17,2,6,Distributor_008,Sea Freight,9094,23,2014-09-24 05:54:48
SC018,Subcomponent SC018,subcomponent,CP013,5,6,11309,Supplier_029,28,3,62,Distributor_014,Air Freight,9877,12,2017-02-19 22:52:59
SC004,Subcomponent SC004,subcomponent,CP005,3,13,7703,Supplier_012,47,4,66,Distributor_001,Truck,5853,17,2014-08-27 15:20:36
RM014,Raw_material RM014,raw_material,CP005,4,1,4177,Supplier_005,101,2,35,Distributor_004,Sea Freight,9717,1,2019-11-28 19:20:01
CP018,Component CP018,component,SS004,1,22,71168,Supplier_030,21,3,10,Distributor_013,Air Freight,9157,5,2016-02-16 01:57:16
SC006,Subcomponent SC006,subcomponent,CP018,4,8,43734,Supplier_005,31,1,11,Distributor_003,Air Freight,2839,11,2021-04-02 05:36:12
CP005,Component CP005,component,SS002,2,25,329163,Supplier_042,14,5,62,Distributor_001,Sea Freight,769,28,2018-04-29 23:07:21
RM012,Raw_material RM012,raw_material,CP014,4,7,2711,Supplier_031,55,2,40,Distributor_001,Sea Freight,2958,6,2014-09-08 05:26:50
SC017,Subcomponent SC017,subcomponent,CP010,3,18,19806,Supplier_013,30,2,7,Distributor_006,Rail,447,30,2014-04-30 22:35:11
RM003,Raw_material RM003,raw_material,CP010,2,6,898,Supplier_028,99,2,42,Distributor_008,Air Freight,4057,28,2017-11-19 16:25:00
SC004,Subcomponent SC004,subcomponent,CP007,3,6,29136,Supplier_023,38,1,51,Distributor_007,Rail,9544,13,2019-03-17 13:27:57
SC020,Subcomponent SC020,subcomponent,CP005,3,5,39510,Supplier_041,45,2,56,Distributor_012,Rail,8033,26,2014-05-23 11:12:16
CP008,Component CP008,component,SS007,1,25,434632,Supplier_001,15,4,56,Distributor_001,Sea Freight,7367,19,2021-03-31 16:59:47
SC011,Subcomponent SC011,subcomponent,CP009,5,18,35885,Supplier_038,59,3,15,Distributor_011,Rail,3964,17,2020-12-24 03:11:16
RM012,Raw_material RM012,raw_material,CP009,2,9,754,Supplier_006,81,4,1,Distributor_006,Air Freight,1517,28,2015-12-09 05:14:46
RM012,Raw_material RM012,raw_material,CP018,2,6,3654,Supplier_005,63,1,3,Distributor_002,Truck,3225,19,2016-06-04 14:48:36
SC020,Subcomponent SC020,subcomponent,CP013,5,18,36228,Supplier_030,34,1,24,Distributor_002,Air Freight,8089,26,2017-06-04 16:57:43
RM013,Raw_material RM013,raw_material,CP013,5,6,483,Supplier_007,64,4,35,Distributor_014,Rail,6259,11,2010-11-14 00:51:48
SC016,Subcomponent SC016,subcomponent,CP003,3,9,36591,Supplier_015,20,1,33,Distributor_002,Sea Freight,2616,22,2016-10-05 21:14:51
SC001,Subcomponent SC001,subcomponent,CP008,5,12,20086,Supplier_037,28,2,18,Distributor_014,Rail,7327,26,2017-01-31 13:29:46
CP007,Component CP007,component,SS018,2,37,446611,Supplier_024,10,2,63,Distributor_004,Rail,408,16,2015-08-24 08:59:23
RM012,Raw_material RM012,raw_material,CP012,4,3,708,Supplier_025,111,2,22,Distributor_011,Truck,6700,24,2015-09-19 09:51:03
SC005,Subcomponent SC005,subcomponent,CP002,5,7,52464,Supplier_010,33,5,55,Distributor_001,Rail,6352,5,2011-09-08 16:45:48
SC002,Subcomponent SC002,subcomponent,CP005,2,21,13849,Supplier_009,51,4,54,Distributor_012,Sea Freight,7190,7,2021-10-24 02:14:37
RM003,Raw_material RM003,raw_material,CP005,3,5,2862,Supplier_009,64,1,24,Distributor_003,Truck,2113,8,2018-09-09 08:55:33
SC008,Subcomponent SC008,subcomponent,CP007,3,10,46234,Supplier_031,32,5,54,Distributor_014,Truck,2277,15,2015-04-02 11:10:16
CP010,Component CP010,component,SS012,3,23,436323,Supplier_040,20,2,67,Distributor_012,Air Freight,586,1,2012-08-07 22:54:46
SC012,Subcomponent SC012,subcomponent,CP018,2,6,18690,Supplier_027,36,3,70,Distributor_014,Truck,6191,8,2012-11-27 05:31:06
SC017,Subcomponent SC017,subcomponent,CP019,4,16,9497,Supplier_026,23,1,39,Distributor_005,Truck,5971,3,2021-11-10 15:04:50
SC001,Subcomponent SC001,subcomponent,CP010,1,18,18379,Supplier_033,53,4,27,Distributor_013,Air Freight,8872,30,2011-07-28 13:10:47
CP017,Component CP017,component,SS013,2,23,93185,Supplier_032,17,1,68,Distributor_001,Truck,1310,12,2010-06-12 17:37:57
SC016,Subcomponent SC016,subcomponent,CP013,2,10,25672,Supplier_009,53,1,37,Distributor_003,Truck,1356,27,2013-12-14 17:42:23
SC014,Subcomponent SC014,subcomponent,CP017,1,19,41492,Supplier_019,39,5,56,Distributor_008,Rail,4717,17,2012-05-06 09:24:49
SC010,Subcomponent SC010,subcomponent,CP017,2,9,20188,Supplier_019,52,3,49,Distributor_010,Air Freight,9133,20,2013-06-08 04:10:44
RM010,Raw_material RM010,raw_material,CP017,4,9,1055,Supplier_038,59,2,21,Distributor_004,Sea Freight,3790,17,2018-07-05 12:10:22
RM016,Raw_material RM016,raw_material,CP003,5,8,853,Supplier_022,73,4,39,Distributor_011,Air Freight,556,30,2013-09-12 11:09:32
SC006,Subcomponent SC006,subcomponent,CP012,4,9,17215,Supplier_019,32,3,44,Distributor_014,Sea Freight,1888,23,2011-12-31 07:36:09
RM002,Raw_material RM002,raw_material,CP012,1,2,2162,Supplier_003,78,5,64,Distributor_007,Sea Freight,3940,25,2018-02-14 02:04:37
SC005,Subcomponent SC005,subcomponent,CP013,4,21,22823,Supplier_027,41,4,62,Distributor_006,Sea Freight,6434,2,2015-06-09 00:58:16
RM017,Raw_material RM017,raw_material,CP013,3,9,4445,Supplier_017,65,1,14,Distributor_002,Rail,6912,20,2020-12-22 21:44:46
SC014,Subcomponent SC014,subcomponent,CP004,2,16,32832,Supplier_041,30,5,6,Distributor_010,Sea Freight,7454,5,2018-12-21 23:08:51
CP002,Component CP002,component,SS004,3,23,70348,Supplier_019,23,2,52,Distributor_009,Sea Freight,7099,23,2016-10-17 01:07:40
SC005,Subcomponent SC005,subcomponent,CP015,4,19,16593,Supplier_043,50,2,41,Distributor_013,Sea Freight,9183,18,2021-04-10 02:22:35
RM009,Raw_material RM009,raw_material,CP015,2,3,887,Supplier_004,71,3,69,Distributor_010,Rail,2316,19,2019-04-18 02:30:06
SC012,Subcomponent SC012,subcomponent,CP018,3,7,51314,Supplier_013,35,1,31,Distributor_004,Air Freight,221,6,2011-01-29 02:04:00
SC003,Subcomponent SC003,subcomponent,CP002,5,13,35590,Supplier_001,35,2,68,Distributor_007,Air Freight,4611,30,2015-04-17 08:05:09
RM012,Raw_material RM012,raw_material,CP002,1,3,2063,Supplier_009,73,5,56,Distributor_005,Air Freight,1448,21,2020-12-20 17:02:40
CP019,Component CP019,component,SS005,2,34,325117,Supplier_002,26,3,21,Distributor_003,Rail,3795,18,2018-09-03 03:02:26
SC015,Subcomponent SC015,subcomponent,CP017,5,13,8084,Supplier_030,45,5,26,Distributor_005,Sea Freight,5052,30,2016-02-14 08:23:18
RM020,Raw_material RM020,raw_material,CP017,2,2,4068,Supplier_010,99,3,32,Distributor_008,Sea Freight,6374,5,2011-09-17 10:47:42
SC011,Subcomponent SC011,subcomponent,CP002,3,12,12955,Supplier_013,52,1,27,Distributor_013,Air Freight,3199,8,2013-12-15 05:24:18
SC013,Subcomponent SC013,subcomponent,CP019,1,13,14456,Supplier_007,18,4,67,Distributor_006,Air Freight,4820,22,2011-06-06 12:42:27
CP014,Component CP014,component,SS007,2,28,343723,Supplier_044,22,2,14,Distributor_003,Sea Freight,4603,28,2015-01-05 07:16:39
SC004,Subcomponent SC004,subcomponent,CP003,2,15,28382,Supplier_040,30,3,20,Distributor_014,Rail,4267,3,2012-03-17 14:28:09
RM015,Raw_material RM015,raw_material,CP003,5,5,3982,Supplier_044,39,2,42,Distributor_005,Air Freight,3584,26,2018-12-09 10:08:27
SC017,Subcomponent SC017,subcomponent,CP014,4,9,34145,Supplier_033,24,5,42,Distributor_013,Truck,4055,1,2016-08-01 16:50:57
SS010,Subsystem SS010,subsystem,SY016,2,96,1288508,Supplier_027,8,2,52,Distributor_011,Air Freight,1728,12,2020-05-27 17:31:52
CP006,Component CP006,component,SS006,4,28,156422,Supplier_010,15,3,3,Distributor_009,Rail,8151,3,2019-08-29 13:16:47
SC006,Subcomponent SC006,subcomponent,CP004,4,14,40928,Supplier_010,42,3,7,Distributor_003,Truck,1471,18,2010-01-23 18:31:32
SC010,Subcomponent SC010,subcomponent,CP010,5,5,44499,Supplier_028,23,1,72,Distributor_001,Rail,465,28,2013-12-15 17:26:40
SC001,Subcomponent SC001,subcomponent,CP010,1,14,7537,Supplier_027,21,4,67,Distributor_011,Truck,9348,21,2017-11-23 09:22:58
SC002,Subcomponent SC002,subcomponent,CP006,2,15,32624,Supplier_003,50,3,7,Distributor_004,Truck,5206,20,2012-04-26 12:45:57
CP008,Component CP008,component,SS018,3,29,324029,Supplier_033,34,5,28,Distributor_008,Truck,3262,11,2019-05-27 16:50:51
SC001,Subcomponent SC001,subcomponent,CP018,4,11,51214,Supplier_016,32,2,66,Distributor_001,Truck,9936,29,2019-02-03 05:01:32
SC019,Subcomponent SC019,subcomponent,CP019,3,11,25977,Supplier_012,39,5,27,Distributor_004,Rail,4561,3,2017-10-09 01:13:25
SC005,Subcomponent SC005,subcomponent,CP008,4,10,32325,Supplier_024,34,4,53,Distributor_006,Air Freight,2725,26,2017-12-20 07:14:57
SC013,Subcomponent SC013,subcomponent,CP008,3,13,25006,Supplier_012,26,5,17,Distributor_014,Truck,1408,16,2011-04-24 07:36:56
RM005,Raw_material RM005,raw_material,CP008,5,7,3132,Supplier_007,96,3,48,Distributor_012,Truck,2838,10,2013-04-09 19:04:46
CP017,Component CP017,component,SS013,2,40,270850,Supplier_030,11,4,2,Distributor_013,Rail,5622,30,2021-07-03 13:13:25
SC011,Subcomponent SC011,subcomponent,CP020,4,17,24779,Supplier_018,30,2,12,Distributor_006,Sea Freight,3308,3,2014-11-21 00:49:45
SC014,Subcomponent SC014,subcomponent,CP017,3,15,42107,Supplier_026,43,4,41,Distributor_007,Air Freight,6330,4,2015-05-24 03:47:50
CP008,Component CP008,component,SS004,4,16,261437,Supplier_028,12,2,62,Distributor_009,Air Freight,1962,28,2013-11-08 21:49:20
SC009,Subcomponent SC009,subcomponent,CP016,2,11,34290,Supplier_006,44,1,16,Distributor_006,Sea Freight,5014,6,2018-05-28 20:27:30
SC016,Subcomponent SC016,subcomponent,CP008,3,10,28977,Supplier_042,32,5,35,Distributor_005,Truck,9299,3,2017-10-25 15:45:13
CP009,Component CP009,component,SS010,1,22,382256,Supplier_011,16,1,1,Distributor_003,Sea Freight,8416,9,2013-07-27 06:44:42
SC013,Subcomponent SC013,subcomponent,CP009,1,18,27373,Supplier_011,49,3,24,Distributor_006,Truck,8152,27,2020-05-27 19:17:09
SS020,Subsystem SS020,subsystem,SY015,3,43,2180899,Supplier_016,14,5,9,Distributor_014,Truck,3782,25,2020-08-03 15:36:33
CP014,Component CP014,component,SS014,2,28,480905,Supplier_007,26,1,11,Distributor_014,Sea Freight,9231,13,2018-03-15 12:31:04
SC004,Subcomponent SC004,subcomponent,CP001,1,5,46953,Supplier_006,42,1,36,Distributor_011,Truck,5891,24,2021-04-06 22:40:31
SC003,Subcomponent SC003,subcomponent,CP014,2,15,23988,Supplier_038,38,5,64,Distributor_002,Sea Freight,9349,17,2017-03-08 02:36:46
CP010,Component CP010,component,SS014,1,26,307844,Supplier_013,16,1,17,Distributor_003,Truck,9985,25,2012-12-15 07:40:47
SC015,Subcomponent SC015,subcomponent,CP005,5,18,13894,Supplier_016,24,3,3,Distributor_013,Truck,549,28,2017-03-05 23:21:01
SC006,Subcomponent SC006,subcomponent,CP010,1,13,23545,Supplier_014,29,3,32,Distributor_011,Sea Freight,6787,18,2018-06-18 00:01:52
CP003,Component CP003,component,SS018,1,37,325261,Supplier_014,30,5,51,Distributor_003,Air Freight,7060,20,2018-09-27 12:54:41
SC011,Subcomponent SC011,subcomponent,CP010,1,16,32350,Supplier_006,57,3,72,Distributor_009,Air Freight,5596,7,2021-08-28 20:10:58
SC004,Subcomponent SC004,subcomponent,CP003,1,14,27994,Supplier_026,37,5,39,Distributor_009,Air Freight,2686,24,2011-08-27 20:59:36
RM004,Raw_material RM004,raw_material,CP003,5,6,2379,Supplier_017,64,2,2,Distributor_014,Sea Freight,9020,15,2011-07-20 14:45:34
CP018,Component CP018,component,SS020,1,20,266779,Supplier_007,37,3,13,Distributor_010,Truck,713,19,2010-05-22 02:15:44
SC008,Subcomponent SC008,subcomponent,CP018,5,7,32389,Supplier_020,52,5,38,Distributor_001,Rail,8332,9,2018-03-13 08:29:23
RM009,Raw_material RM009,raw_material,CP018,4,10,4507,Supplier_009,106,2,19,Distributor_005,Sea Freight,7520,14,2010-04-21 19:28:17
SS011,Subsystem SS011,subsystem,SY009,5,75,1268768,Supplier_024,10,4,41,Distributor_012,Truck,2353,30,2018-11-03 11:22:04
CP015,Component CP015,component,SS008,1,20,253681,Supplier_034,19,4,17,Distributor_009,Truck,3826,5,2014-04-24 15:33:27
SC003,Subcomponent SC003,subcomponent,CP016,4,16,56766,Supplier_023,38,5,56,Distributor_006,Rail,7370,8,2016-03-04 11:55:28
SC006,Subcomponent SC006,subcomponent,CP015,5,9,33189,Supplier_041,42,3,46,Distributor_009,Truck,1064,6,2019-10-31 21:47:01
RM009,Raw_material RM009,raw_material,CP015,4,1,4239,Supplier_027,61,5,34,Distributor_006,Air Freight,5058,10,2010-10-17 16:06:06
CP014,Component CP014,component,SS011,1,36,242083,Supplier_029,14,2,56,Distributor_001,Truck,5289,13,2011-02-25 22:01:56
SC010,Subcomponent SC010,subcomponent,CP014,4,10,42799,Supplier_026,45,3,66,Distributor_001,Sea Freight,7795,6,2013-06-12 21:00:24
SC017,Subcomponent SC017,subcomponent,CP002,5,21,26818,Supplier_004,58,3,23,Distributor_011,Sea Freight,5613,23,2021-05-29 17:30:07
RM018,Raw_material RM018,raw_material,CP002,4,9,2240,Supplier_020,78,5,1,Distributor_005,Rail,3327,10,2015-07-25 22:49:14
SC017,Subcomponent SC017,subcomponent,CP005,3,7,32566,Supplier_032,29,5,37,Distributor_006,Rail,2361,3,2018-03-29 16:25:11
SC013,Subcomponent SC013,subcomponent,CP020,1,14,7388,Supplier_021,23,4,20,Distributor_002,Sea Freight,871,15,2012-01-05 19:11:22
CP020,Component CP020,component,SS014,3,36,73268,Supplier_011,20,3,5,Distributor_012,Truck,6597,5,2015-08-31 11:41:47
SC014,Subcomponent SC014,subcomponent,CP005,3,11,47065,Supplier_023,24,3,48,Distributor_013,Air Freight,4062,2,2016-11-26 23:18:29
RM006,Raw_material RM006,raw_material,CP005,5,1,1492,Supplier_025,64,4,52,Distributor_007,Sea Freight,9869,5,2013-11-29 05:15:25
SC011,Subcomponent SC011,subcomponent,CP012,1,4,22615,Supplier_034,25,4,32,Distributor_008,Rail,7460,1,2011-08-25 18:32:27
SC014,Subcomponent SC014,subcomponent,CP014,4,15,21240,Supplier_035,33,5,46,Distributor_010,Truck,3301,16,2011-08-24 09:49:25
RM008,Raw_material RM008,raw_material,CP014,3,4,3923,Supplier_022,75,3,61,Distributor_001,Truck,8862,12,2018-10-14 08:42:17
SC004,Subcomponent SC004,subcomponent,CP005,2,8,14564,Supplier_009,39,5,27,Distributor_009,Sea Freight,2558,28,2014-02-09 21:30:00
RM005,Raw_material RM005,raw_material,CP005,3,9,4063,Supplier_001,44,2,16,Distributor_004,Rail,8175,19,2016-01-06 03:56:52
SC009,Subcomponent SC009,subcomponent,CP020,4,18,41048,Supplier_014,30,3,11,Distributor_003,Air Freight,5361,1,2020-04-19 23:42:10
CP009,Component CP009,component,SS020,2,21,387571,Supplier_019,16,4,70,Distributor_010,Rail,514,6,2015-02-27 08:31:01
SC003,Subcomponent SC003,subcomponent,CP013,2,7,32750,Supplier_005,27,1,66,Distributor_010,Sea Freight,7505,19,2010-12-31 07:26:04
SC014,Subcomponent SC014,subcomponent,CP007,4,13,39471,Supplier_019,26,4,67,Distributor_001,Rail,4018,7,2015-01-23 18:56:22
SC004,Subcomponent SC004,subcomponent,CP016,4,8,22838,Supplier_022,51,5,33,Distributor_003,Rail,4331,2,2021-12-03 15:48:06
RM019,Raw_material RM019,raw_material,CP016,1,2,3961,Supplier_001,49,2,12,Distributor_012,Sea Freight,8000,26,2016-10-25 03:57:55
SC003,Subcomponent SC003,subcomponent,CP009,4,11,31718,Supplier_038,34,4,50,Distributor_009,Rail,3446,9,2013-12-14 21:59:13
CP008,Component CP008,component,SS018,4,21,256861,Supplier_013,36,3,40,Distributor_013,Sea Freight,6523,25,2016-01-31 07:44:58
SC016,Subcomponent SC016,subcomponent,CP018,2,19,34858,Supplier_010,51,3,67,Distributor_005,Truck,3930,9,2021-06-06 16:15:33
SC010,Subcomponent SC010,subcomponent,CP008,5,10,14275,Supplier_004,54,2,2,Distributor_008,Air Freight,4784,12,2020-09-28 13:34:37
CP001,Component CP001,component,SS019,2,19,314282,Supplier_003,19,2,18,Distributor_006,Sea Freight,6133,20,2011-12-21 16:52:49
SC002,Subcomponent SC002,subcomponent,CP002,1,10,35102,Supplier_024,47,3,27,Distributor_010,Rail,9751,19,2010-11-23 12:59:15
SC015,Subcomponent SC015,subcomponent,CP001,5,10,40845,Supplier_036,19,5,57,Distributor_007,Air Freight,7077,4,2016-03-30 07:49:44
CP009,Component CP009,component,SS020,5,21,325438,Supplier_041,17,3,44,Distributor_002,Truck,7283,21,2015-04-12 22:53:53
SC001,Subcomponent SC001,subcomponent,CP003,3,7,14849,Supplier_043,23,3,40,Distributor_005,Sea Freight,8327,8,2013-11-21 21:31:10
SC018,Subcomponent SC018,subcomponent,CP019,4,12,22275,Supplier_019,22,2,1,Distributor_004,Truck,1268,28,2011-09-14 15:08:06
RM010,Raw_material RM010,raw_material,CP019,5,8,966,Supplier_019,82,2,48,Distributor_007,Sea Freight,2710,2,2013-07-02 20:32:15
SC005,Subcomponent SC005,subcomponent,CP005,2,4,20297,Supplier_006,35,2,20,Distributor_009,Air Freight,4127,11,2010-08-18 08:05:19
RM016,Raw_material RM016,raw_material,CP005,3,4,2916,Supplier_012,41,2,0,Distributor_003,Sea Freight,880,16,2012-09-01 04:28:11
SC006,Subcomponent SC006,subcomponent,CP009,2,17,28878,Supplier_011,25,5,5,Distributor_004,Sea Freight,7217,3,2011-08-30 07:46:40
CP012,Component CP012,component,SS014,4,35,222503,Supplier_037,16,5,67,Distributor_005,Rail,4207,12,2017-11-06 10:18:58
SC006,Subcomponent SC006,subcomponent,CP013,5,18,14510,Supplier_025,39,3,71,Distributor_007,Rail,8807,16,2013-07-04 15:05:28
SC012,Subcomponent SC012,subcomponent,CP006,3,5,28672,Supplier_001,55,3,72,Distributor_004,Air Freight,8591,29,2010-07-25 16:22:28
RM003,Raw_material RM003,raw_material,CP006,3,3,1285,Supplier_028,83,2,9,Distributor_014,Rail,8491,11,2016-08-03 03:20:50
SC019,Subcomponent SC019,subcomponent,CP011,2,13,13289,Supplier_005,27,1,38,Distributor_010,Truck,6333,17,2016-01-18 10:22:57
RM006,Raw_material RM006,raw_material,CP011,3,9,2017,Supplier_016,76,4,54,Distributor_007,Truck,6534,19,2016-04-02 09:17:58
SC012,Subcomponent SC012,subcomponent,CP013,4,20,37372,Supplier_032,37,3,11,Distributor_012,Truck,2527,3,2012-06-17 13:14:53
SC019,Subcomponent SC019,subcomponent,CP012,5,6,41554,Supplier_033,33,2,44,Distributor_008,Rail,4728,25,2021-02-04 05:09:00
RM008,Raw_material RM008,raw_material,CP012,4,5,1317,Supplier_008,67,2,29,Distributor_010,Truck,7596,12,2012-02-05 21:39:07
CP018,Component CP018,component,SS008,4,15,191522,Supplier_033,11,2,11,Distributor_012,Truck,8171,5,2020-02-13 16:01:26
SC002,Subcomponent SC002,subcomponent,CP005,2,11,39892,Supplier_037,40,1,20,Distributor_013,Air Freight,3454,4,2018-02-04 11:37:29
RM006,Raw_material RM006,raw_material,CP016,3,7,2646,Supplier_026,74,5,19,Distributor_007,Sea Freight,1178,9,2016-08-18 00:43:19
SC005,Subcomponent SC005,subcomponent,CP014,3,9,19082,Supplier_025,33,5,56,Distributor_003,Truck,3525,21,2015-03-19 16:46:59
RM008,Raw_material RM008,raw_material,CP014,3,8,2545,Supplier_013,46,1,18,Distributor_002,Air Freight,2802,22,2018-04-13 20:45:27
SC004,Subcomponent SC004,subcomponent,CP018,5,13,50253,Supplier_038,30,1,29,Distributor_010,Sea Freight,9495,24,2017-09-08 16:11:34
RM016,Raw_material RM016,raw_material,CP018,5,3,2907,Supplier_002,104,5,3,Distributor_005,Air Freight,7157,1,2010-04-10 08:50:41
CP011,Component CP011,component,SS010,3,18,271693,Supplier_006,12,4,38,Distributor_013,Rail,2883,6,2014-02-27 16:06:05
SC015,Subcomponent SC015,subcomponent,CP013,3,18,23537,Supplier_008,46,3,30,Distributor_005,Air Freight,2803,3,2021-04-11 05:00:41
SC004,Subcomponent SC004,subcomponent,CP008,3,7,28582,Supplier_014,34,4,46,Distributor_007,Sea Freight,1409,21,2012-06-11 17:07:43
SC017,Subcomponent SC017,subcomponent,CP011,4,13,14666,Supplier_025,17,3,10,Distributor_014,Truck,1364,3,2015-09-02 10:38:39
RM009,Raw_material RM009,raw_material,CP011,5,9,521,Supplier_003,111,4,57,Distributor_004,Sea Freight,8230,5,2013-03-21 17:55:15
SS015,Subsystem SS015,subsystem,SY012,4,67,1484244,Supplier_023,16,2,64,Distributor_014,Truck,3965,19,2021-06-10 01:38:44
CP014,Component CP014,component,SS005,2,16,267702,Supplier_019,23,5,34,Distributor_003,Truck,6703,14,2011-08-15 16:47:48
SC019,Subcomponent SC019,subcomponent,CP006,1,11,58825,Supplier_038,54,2,39,Distributor_003,Air Freight,4048,29,2011-06-26 22:57:50
RM012,Raw_material RM012,raw_material,CP006,5,1,746,Supplier_005,75,5,71,Distributor_009,Air Freight,3417,16,2012-06-30 12:19:09
SC014,Subcomponent SC014,subcomponent,CP013,3,7,26579,Supplier_036,40,3,26,Distributor_008,Rail,897,16,2011-03-30 01:59:29
SC002,Subcomponent SC002,subcomponent,CP004,5,19,24901,Supplier_016,26,1,48,Distributor_007,Sea Freight,2119,11,2012-03-17 16:06:01
SC019,Subcomponent SC019,subcomponent,CP014,4,9,57270,Supplier_002,32,3,28,Distributor_003,Sea Freight,7171,15,2017-07-14 09:26:56
